Accession Number,Transcript Id,FPKM Value
NW_006432943.1,12294,4.83
NW_006432943.1,12295,2.69
NW_006432943.1,12296,2.89
NW_006432943.1,12297,2.09
NW_006432943.1,12298,2.64
NW_006432943.1,12299,7.16
NW_006429596.1,123,3.41
NW_006429782.1,1230,5.3
NW_006432943.1,12300,8.61
NW_006432943.1,12301,7.99
NW_006432943.1,12302,7.14
NW_006432943.1,12303,5.96
NW_006432943.1,12304,3.77
NW_006432943.1,12305,0.0
NW_006432943.1,12306,2.71
NW_006432943.1,12307,0.0
NW_006432943.1,12308,4.32
NW_006432943.1,12309,3.31
NW_006429782.1,1231,3.56
NW_006432943.1,12310,4.29
NW_006432943.1,12311,9.24
NW_006432943.1,12312,5.93
NW_006432943.1,12313,4.52
NW_006432943.1,12314,4.61
NW_006432943.1,12315,4.54
NW_006432943.1,12316,2.95
NW_006432943.1,12317,5.25
NW_006432943.1,12318,6.13
NW_006432943.1,12319,6.73
NW_006429782.1,1232,1.99
NW_006432943.1,12320,7.82
NW_006432943.1,12321,3.13
NW_006432943.1,12322,6.0
NW_006432943.1,12323,5.12
NW_006432943.1,12324,6.63
NW_006432943.1,12325,1.63
NW_006432943.1,12326,2.2
NW_006432943.1,12327,3.47
NW_006432943.1,12328,5.84
NW_006432943.1,12329,8.21
NW_006429782.1,1233,0.0
NW_006432943.1,12330,7.55
NW_006432943.1,12331,8.58
NW_006432943.1,12332,7.1
NW_006432943.1,12333,6.67
NW_006432943.1,12334,9.37
NW_006432943.1,12335,5.73
NW_006432943.1,12336,2.01
NW_006432943.1,12337,9.89
NW_006432943.1,12338,1.16
NW_006432943.1,12339,4.98
NW_006429782.1,1234,2.41
NW_006432943.1,12340,1.51
NW_006432943.1,12341,5.9
NW_006432943.1,12342,6.78
NW_006432943.1,12343,3.1
NW_006432943.1,12344,6.94
NW_006432943.1,12345,1.43
NW_006432943.1,12346,4.59
NW_006432943.1,12347,3.37
NW_006432943.1,12348,5.81
NW_006432943.1,12349,2.09
NW_006429782.1,1235,3.02
NW_006432943.1,12350,68.05
NW_006432943.1,12351,5.09
NW_006432943.1,12352,8.03
NW_006432943.1,12353,9.52
NW_006432943.1,12354,6.94
NW_006432943.1,12355,4.05
NW_006432943.1,12356,2.43
NW_006432943.1,12357,1.85
NW_006432943.1,12358,2.64
NW_006432943.1,12359,8.98
NW_006429782.1,1236,5.79
NW_006432943.1,12360,4.25
NW_006432943.1,12361,4.47
NW_006432943.1,12362,2.38
NW_006432943.1,12363,3.75
NW_006432943.1,12364,2.43
NW_006432943.1,12365,1.9
NW_006432943.1,12366,73.31
NW_006432943.1,12367,5.1
NW_006432943.1,12368,5.78
NW_006432943.1,12369,20.34
NW_006429782.1,1237,8.5
NW_006432943.1,12370,0.0
NW_006432943.1,12371,0.0
NW_006432943.1,12372,4.71
NW_006432943.1,12373,4.27
NW_006432943.1,12374,3.93
NW_006432943.1,12375,2.48
NW_006432943.1,12376,3.87
NW_006432943.1,12377,1.85
NW_006432943.1,12378,6.94
NW_006432943.1,12379,6.94
NW_006429782.1,1238,5.03
NW_006432943.1,12380,2.54
NW_006432943.1,12381,7.45
NW_006432943.1,12382,3.35
NW_006432943.1,12383,0.0
NW_006432943.1,12384,3.99
NW_006432943.1,12385,6.7
NW_006432943.1,12386,13.88
NW_006432945.1,12387,4.2
NW_006432945.1,12388,6.93
NW_006432945.1,12389,4.5
NW_006429782.1,1239,7.62
NW_006432945.1,12390,5.56
NW_006432945.1,12391,5.63
NW_006432945.1,12392,6.51
NW_006432945.1,12393,4.82
NW_006432945.1,12394,5.13
NW_006432945.1,12395,6.1
NW_006432945.1,12396,0.87
NW_006432945.1,12397,1.25
NW_006432945.1,12398,3.17
NW_006432945.1,12399,6.54
NW_006429596.1,124,3.74
NW_006429782.1,1240,0.0
NW_006432945.1,12400,3.26
NW_006432945.1,12401,6.78
NW_006432945.1,12402,4.51
NW_006432945.1,12403,9.22
NW_006434369.1,12404,16.36
NW_006432945.1,12405,14.06
NW_006432945.1,12406,17.27
NW_006432945.1,12407,0.94
NW_006432945.1,12408,2.85
NW_006432945.1,12409,0.8
NW_006429782.1,1241,2.78
NW_006432945.1,12410,13.31
NW_006432945.1,12411,9.47
NW_006432945.1,12412,6.11
NW_006432945.1,12413,0.0
NW_006432945.1,12414,10.15
NW_006432945.1,12415,13.73
NW_006432945.1,12416,10.94
NW_006432945.1,12417,0.78
NW_006432945.1,12418,11.23
NW_006432945.1,12419,4.63
NW_006429782.1,1242,1.17
NW_006432945.1,12420,3.34
NW_006432945.1,12421,3.39
NW_006432945.1,12422,4.92
NW_006432945.1,12423,5.71
NW_006432945.1,12424,4.47
NW_006432945.1,12425,4.09
NW_006432945.1,12426,4.05
NW_006432945.1,12427,2.5
NW_006432945.1,12428,0.0
NW_006432945.1,12429,4.33
NW_006429782.1,1243,2.79
NW_006432945.1,12430,8.64
NW_006432945.1,12431,4.94
NW_006432945.1,12432,2.77
NW_006432945.1,12433,1.92
NW_006432945.1,12434,6.35
NW_006432945.1,12435,8.98
NW_006432945.1,12436,7.61
NW_006432945.1,12437,12.57
NW_006432945.1,12438,9.6
NW_006432945.1,12439,0.0
NW_006429782.1,1244,1.72
NW_006432945.1,12440,5.19
NW_006432945.1,12441,3.45
NW_006432945.1,12442,8.62
NW_006432945.1,12443,2.85
NW_006432945.1,12444,15.62
NW_006432945.1,12445,1.71
NW_006432945.1,12446,10.7
NW_006432945.1,12447,2.19
NW_006432945.1,12448,12.22
NW_006432945.1,12449,0.4
NW_006429782.1,1245,3.6
NW_006432945.1,12450,0.0
NW_006432945.1,12451,0.77
NW_006432945.1,12452,2.53
NW_006432945.1,12453,3.31
NW_006432945.1,12454,7.02
NW_006432945.1,12455,7.1
NW_006432945.1,12456,2.99
NW_006432945.1,12457,11.08
NW_006432945.1,12458,32.8
NW_006432945.1,12459,8.95
NW_006429782.1,1246,5.89
NW_006432945.1,12460,7.6
NW_006432945.1,12461,8.37
NW_006432945.1,12462,0.0
NW_006432945.1,12463,47.83
NW_006432945.1,12464,15.78
NW_006432945.1,12465,10.45
NW_006432945.1,12466,0.0
NW_006432945.1,12467,11.79
NW_006432945.1,12468,20.91
NW_006432945.1,12469,34.28
NW_006429782.1,1247,3.92
NW_006432945.1,12470,34.24
NW_006432945.1,12471,7.84
NW_006432945.1,12472,6.1
NW_006432945.1,12473,0.0
NW_006432945.1,12474,0.0
NW_006432945.1,12475,5.13
NW_006432945.1,12476,6.17
NW_006432945.1,12477,2.73
NW_006432945.1,12478,11.49
NW_006432945.1,12479,2.23
NW_006429782.1,1248,5.55
NW_006432945.1,12480,5.23
NW_006432945.1,12481,0.0
NW_006432945.1,12482,92.93
NW_006432945.1,12483,8.36
NW_006432945.1,12484,1.57
NW_006432945.1,12485,5.14
NW_006432945.1,12486,1.23
NW_006432945.1,12487,10.75
NW_006432945.1,12488,0.0
NW_006432945.1,12489,1.21
NW_006429782.1,1249,0.0
NW_006432945.1,12490,1.8
NW_006432945.1,12491,0.0
NW_006432945.1,12492,7.19
NW_006432945.1,12493,4.29
NW_006432945.1,12494,1.38
NW_006432945.1,12495,0.25
NW_006432945.1,12496,10.2
NW_006432945.1,12497,1.5
NW_006432945.1,12498,165.93
NW_006432945.1,12499,0.0
NW_006429596.1,125,6.03
NW_006429782.1,1250,4.39
NW_006432945.1,12500,3.99
NW_006432945.1,12501,6.08
NW_006432945.1,12502,0.0
NW_006432945.1,12503,9.12
NW_006432945.1,12504,5.02
NW_006432945.1,12505,2.64
NW_006432945.1,12506,2.28
NW_006432945.1,12507,0.9
NW_006432945.1,12508,3.6
NW_006432945.1,12509,3.2
NW_006429782.1,1251,2.27
NW_006432945.1,12510,7.56
NW_006432945.1,12511,1.05
NW_006432945.1,12512,0.0
NW_006432945.1,12513,7.35
NW_006432945.1,12514,2.64
NW_006432945.1,12515,3.66
NW_006432945.1,12516,20.02
NW_006432945.1,12517,17.16
NW_006432945.1,12518,2.63
NW_006432945.1,12519,8.01
NW_006429782.1,1252,0.0
NW_006432945.1,12520,1.65
NW_006432945.1,12521,2.03
NW_006432945.1,12522,0.0
NW_006432945.1,12523,1.61
NW_006432945.1,12524,5.9
NW_006432945.1,12525,5.95
NW_006432945.1,12526,3.18
NW_006432945.1,12527,0.0
NW_006432945.1,12528,5.93
NW_006432945.1,12529,6.02
NW_006429782.1,1253,3.02
NW_006432945.1,12530,2.01
NW_006432945.1,12531,5.23
NW_006432945.1,12532,0.0
NW_006432945.1,12533,5.16
NW_006432945.1,12534,6.62
NW_006432945.1,12535,3.3
NW_006432945.1,12536,3.58
NW_006432945.1,12537,64.12
NW_006432945.1,12538,1.86
NW_006432945.1,12539,6.68
NW_006429782.1,1254,5.71
NW_006432945.1,12540,32.44
NW_006432945.1,12541,2.72
NW_006432945.1,12542,7.73
NW_006432945.1,12543,22.04
NW_006432945.1,12544,1.15
NW_006432945.1,12545,10.39
NW_006432945.1,12546,0.95
NW_006432945.1,12547,5.27
NW_006432945.1,12548,3.17
NW_006432945.1,12549,4.51
NW_006429782.1,1255,1.7
NW_006432945.1,12550,4.31
NW_006432945.1,12551,1.69
NW_006432945.1,12552,0.89
NW_006432945.1,12553,1.45
NW_006432945.1,12554,3.66
NW_006432945.1,12555,16.33
NW_006432945.1,12556,25.72
NW_006432945.1,12557,3.7
NW_006432945.1,12558,4.12
NW_006432945.1,12559,31.05
NW_006429782.1,1256,1.82
NW_006432945.1,12560,5.2
NW_006432945.1,12561,193.7
NW_006432945.1,12562,21.94
NW_006432945.1,12563,8.85
NW_006432945.1,12564,2.58
NW_006432945.1,12565,7.57
NW_006432945.1,12566,4.77
NW_006432945.1,12567,15.85
NW_006432945.1,12568,21.11
NW_006432945.1,12569,4.84
NW_006429782.1,1257,1.75
NW_006432945.1,12570,10.18
NW_006432945.1,12571,0.0
NW_006432945.1,12572,7.33
NW_006432945.1,12573,18.97
NW_006432945.1,12574,20.54
NW_006432945.1,12575,2.09
NW_006432945.1,12576,16.47
NW_006432945.1,12577,3.76
NW_006432945.1,12578,10.45
NW_006432945.1,12579,5.59
NW_006429782.1,1258,9.58
NW_006432945.1,12580,20.17
NW_006432945.1,12581,7.84
NW_006432945.1,12582,0.0
NW_006432945.1,12583,0.0
NW_006432945.1,12584,62.7
NW_006432945.1,12585,3.43
NW_006432945.1,12586,13.79
NW_006432945.1,12587,10.0
NW_006432945.1,12588,8.38
NW_006432945.1,12589,3.4
NW_006429782.1,1259,1.98
NW_006432945.1,12590,5.63
NW_006432945.1,12591,76.48
NW_006432945.1,12592,2.54
NW_006432945.1,12593,15.14
NW_006432945.1,12594,5.11
NW_006432945.1,12595,3.41
NW_006432945.1,12596,7.19
NW_006432945.1,12597,9.42
NW_006432945.1,12598,3.2
NW_006432945.1,12599,4.27
NW_006429596.1,126,6.19
NW_006429782.1,1260,4.12
NW_006432945.1,12600,0.0
NW_006432945.1,12601,1.06
NW_006432945.1,12602,9.41
NW_006432945.1,12603,1.7
NW_006443567.1,12604,66.09
NW_006432945.1,12605,13.47
NW_006432945.1,12606,6.79
NW_006432945.1,12607,3.0
NW_006432945.1,12608,0.0
NW_006432945.1,12609,3.22
NW_006429782.1,1261,7.19
NW_006494236.1,12610,1.82
NW_006432945.1,12611,17.87
NW_006432945.1,12612,1.6
NW_006432945.1,12613,0.0
NW_006432945.1,12614,1.28
NW_006432945.1,12615,11.98
NW_006432945.1,12616,1.55
NW_006432945.1,12617,3.81
NW_006432945.1,12618,4.62
NW_006432945.1,12619,4.45
NW_006429782.1,1262,3.17
NW_006432945.1,12620,3.58
NW_006432945.1,12621,0.0
NW_006432945.1,12622,2.84
NW_006432945.1,12623,3.4
NW_006432945.1,12624,5.16
NW_006432945.1,12625,9.44
NW_006432945.1,12626,5.88
NW_006432945.1,12627,5.64
NW_006432945.1,12628,0.94
NW_006432945.1,12629,8.52
NW_006429782.1,1263,15.78
NW_006432945.1,12630,8.21
NW_006432945.1,12631,1.28
NW_006432945.1,12632,0.0
NW_006432945.1,12633,7.02
NW_006432945.1,12634,3.39
NW_006432945.1,12635,0.0
NW_006432945.1,12636,3.44
NW_006432945.1,12637,5.63
NW_006432945.1,12638,3.23
NW_006432945.1,12639,2.62
NW_006429782.1,1264,14.95
NW_006432945.1,12640,3.98
NW_006432945.1,12641,3.47
NW_006432945.1,12642,0.92
NW_006432945.1,12643,7.41
NW_006432945.1,12644,9.24
NW_006432945.1,12645,5.64
NW_006432945.1,12646,5.46
NW_006432945.1,12647,4.63
NW_006432945.1,12648,4.05
NW_006432945.1,12649,3.68
NW_006429782.1,1265,12.77
NW_006432945.1,12650,13.58
NW_006432945.1,12651,7.23
NW_006432945.1,12652,3.61
NW_006432945.1,12653,3.44
NW_006432945.1,12654,5.69
NW_006432945.1,12655,3.1
NW_006432945.1,12656,7.45
NW_006432945.1,12657,4.41
NW_006432945.1,12658,7.94
NW_006432945.1,12659,5.55
NW_006429782.1,1266,26.82
NW_006432945.1,12660,7.21
NW_006432945.1,12661,5.41
NW_006432945.1,12662,3.68
NW_006432945.1,12663,4.27
NW_006432945.1,12664,7.64
NW_006432945.1,12665,9.62
NW_006432945.1,12666,4.27
NW_006432945.1,12667,7.86
NW_006432945.1,12668,11.63
NW_006432945.1,12669,11.18
NW_006429782.1,1267,5.08
NW_006432945.1,12670,16.04
NW_006432945.1,12671,0.0
NW_006432945.1,12672,4.02
NW_006432945.1,12673,12.06
NW_006432945.1,12674,1.37
NW_006432945.1,12675,2.35
NW_006432945.1,12676,1.89
NW_006432945.1,12677,0.0
NW_006432945.1,12678,6.94
NW_006432945.1,12679,3.87
NW_006429782.1,1268,2.27
NW_006432945.1,12680,0.87
NW_006432945.1,12681,1.27
NW_006432945.1,12682,4.9
NW_006432945.1,12683,5.63
NW_006432945.1,12684,1.2
NW_006432945.1,12685,3.59
NW_006432945.1,12686,6.12
NW_006432945.1,12687,7.32
NW_006432945.1,12688,4.88
NW_006432945.1,12689,2.44
NW_006429782.1,1269,2.05
NW_006432945.1,12690,8.63
NW_006432945.1,12691,1.91
NW_006432945.1,12692,7.88
NW_006432945.1,12693,8.89
NW_006432945.1,12694,8.41
NW_006432945.1,12695,4.32
NW_006432945.1,12696,3.0
NW_006432945.1,12697,3.51
NW_006432945.1,12698,11.0
NW_006432945.1,12699,1.72
NW_006429596.1,127,2.91
NW_006429782.1,1270,3.94
NW_006432945.1,12700,1.85
NW_006432945.1,12701,9.15
NW_006432945.1,12702,7.51
NW_006432945.1,12703,10.45
NW_006432945.1,12704,6.28
NW_006432945.1,12705,6.26
NW_006432945.1,12706,1.13
NW_006432945.1,12707,3.78
NW_006432945.1,12708,5.51
NW_006432945.1,12709,1.7
NW_006429782.1,1271,3.91
NW_006432945.1,12710,3.85
NW_006432945.1,12711,5.23
NW_006432945.1,12712,7.73
NW_006432945.1,12713,2.16
NW_006432945.1,12714,5.42
NW_006432945.1,12715,5.78
NW_006432945.1,12716,2.66
NW_006432945.1,12717,1.88
NW_006432945.1,12718,4.62
NW_006432945.1,12719,5.19
NW_006429782.1,1272,3.81
NW_006432945.1,12720,1.57
NW_006432945.1,12721,2.81
NW_006432945.1,12722,14.1
NW_006432945.1,12723,3.59
NW_006432945.1,12724,2.54
NW_006432945.1,12725,1.27
NW_006432945.1,12726,2.81
NW_006432945.1,12727,18.69
NW_006432945.1,12728,3.64
NW_006432945.1,12729,1.89
NW_006429782.1,1273,0.0
NW_006432945.1,12730,3.88
NW_006432945.1,12731,2.13
NW_006432945.1,12732,3.64
NW_006432945.1,12733,4.37
NW_006432945.1,12734,6.8
NW_006432945.1,12735,1.8
NW_006432945.1,12736,2.41
NW_006432945.1,12737,1.82
NW_006432945.1,12738,4.72
NW_006432945.1,12739,12.07
NW_006429782.1,1274,0.0
NW_006432945.1,12740,4.36
NW_006432945.1,12741,3.99
NW_006432945.1,12742,2.06
NW_006432945.1,12743,5.89
NW_006432945.1,12744,2.02
NW_006432945.1,12745,12.09
NW_006432945.1,12746,1.1
NW_006432945.1,12747,2.27
NW_006432945.1,12748,6.29
NW_006432945.1,12749,1.88
NW_006429782.1,1275,7.2
NW_006432945.1,12750,5.49
NW_006432945.1,12751,1.88
NW_006432945.1,12752,2.62
NW_006432945.1,12753,6.94
NW_006432945.1,12754,4.88
NW_006432945.1,12755,1.8
NW_006432945.1,12756,3.06
NW_006432945.1,12757,6.08
NW_006432945.1,12758,1.7
NW_006432945.1,12759,1.42
NW_006429782.1,1276,9.46
NW_006432945.1,12760,1.75
NW_006432945.1,12761,0.49
NW_006432945.1,12762,3.02
NW_006432945.1,12763,0.0
NW_006432945.1,12764,29.66
NW_006432945.1,12765,51.55
NW_006432945.1,12766,0.89
NW_006432945.1,12767,0.0
NW_006432945.1,12768,3.61
NW_006432945.1,12769,2.7
NW_006429782.1,1277,11.18
NW_006432945.1,12770,3.85
NW_006432945.1,12771,5.24
NW_006432945.1,12772,3.87
NW_006432945.1,12773,4.53
NW_006432945.1,12774,6.19
NW_006432945.1,12775,4.39
NW_006432945.1,12776,3.87
NW_006432945.1,12777,1.3
NW_006432945.1,12778,6.31
NW_006432945.1,12779,5.48
NW_006429782.1,1278,4.25
NW_006432945.1,12780,4.71
NW_006432945.1,12781,5.89
NW_006432945.1,12782,3.74
NW_006432945.1,12783,4.24
NW_006432945.1,12784,8.93
NW_006432945.1,12785,8.36
NW_006432945.1,12786,6.82
NW_006432945.1,12787,2.95
NW_006432945.1,12788,2.44
NW_006432945.1,12789,2.68
NW_006429782.1,1279,7.13
NW_006432945.1,12790,10.59
NW_006432945.1,12791,0.15
NW_006432945.1,12792,14.37
NW_006432945.1,12793,8.32
NW_006432945.1,12794,8.53
NW_006432945.1,12795,35.68
NW_006432945.1,12796,6.04
NW_006432945.1,12797,1.8
NW_006432945.1,12798,0.0
NW_006432945.1,12799,17.15
NW_006429596.1,128,4.25
NW_006429782.1,1280,3.57
NW_006432945.1,12800,18.52
NW_006432945.1,12801,13.58
NW_006432945.1,12802,2.23
NW_006432945.1,12803,11.7
NW_006432945.1,12804,7.63
NW_006432945.1,12805,9.37
NW_006432945.1,12806,7.33
NW_006432945.1,12807,8.05
NW_006432945.1,12808,3.52
NW_006432945.1,12809,4.55
NW_006429782.1,1281,1.47
NW_006432945.1,12810,11.67
NW_006432945.1,12811,3.94
NW_006432945.1,12812,2.35
NW_006432945.1,12813,2.97
NW_006432945.1,12814,4.54
NW_006432945.1,12815,27.32
NW_006432945.1,12816,26.43
NW_006432945.1,12817,5.69
NW_006432945.1,12818,6.93
NW_006432945.1,12819,10.84
NW_006429782.1,1282,5.7
NW_006432945.1,12820,13.87
NW_006432945.1,12821,4.57
NW_006432945.1,12822,2.81
NW_006432945.1,12823,3.81
NW_006432945.1,12824,4.54
NW_006432945.1,12825,7.19
NW_006432945.1,12826,3.77
NW_006432945.1,12827,5.39
NW_006432945.1,12828,3.87
NW_006432945.1,12829,7.68
NW_006429782.1,1283,5.24
NW_006432945.1,12830,0.0
NW_006432945.1,12831,2.44
NW_006432945.1,12832,11.16
NW_006432945.1,12833,12.43
NW_006432945.1,12834,3.47
NW_006432945.1,12835,1.78
NW_006432945.1,12836,4.47
NW_006432945.1,12837,0.0
NW_006432945.1,12838,6.68
NW_006432945.1,12839,3.31
NW_006429782.1,1284,6.86
NW_006432945.1,12840,3.64
NW_006432945.1,12841,8.95
NW_006432945.1,12842,8.76
NW_006432945.1,12843,7.71
NW_006432945.1,12844,2.58
NW_006432945.1,12845,4.0
NW_006432945.1,12846,2.85
NW_006432945.1,12847,2.65
NW_006432945.1,12848,5.25
NW_006432945.1,12849,3.71
NW_006429782.1,1285,2.58
NW_006432945.1,12850,3.24
NW_006432945.1,12851,3.26
NW_006432945.1,12852,7.06
NW_006432945.1,12853,8.35
NW_006432945.1,12854,6.93
NW_006432945.1,12855,6.19
NW_006432945.1,12856,9.68
NW_006432945.1,12857,7.06
NW_006432945.1,12858,10.34
NW_006432945.1,12859,2.58
NW_006429782.1,1286,13.45
NW_006432945.1,12860,4.73
NW_006432945.1,12861,6.89
NW_006432945.1,12862,4.49
NW_006432945.1,12863,1.65
NW_006432945.1,12864,5.86
NW_006432945.1,12865,63.52
NW_006432945.1,12866,18.11
NW_006432945.1,12867,2.4
NW_006432945.1,12868,4.16
NW_006432945.1,12869,1.35
NW_006429782.1,1287,13.33
NW_006432945.1,12870,3.95
NW_006432945.1,12871,1.46
NW_006432945.1,12872,1.93
NW_006432945.1,12873,2.43
NW_006432945.1,12874,3.06
NW_006432945.1,12875,1.93
NW_006432945.1,12876,5.75
NW_006432945.1,12877,32.65
NW_006432945.1,12878,3.61
NW_006432945.1,12879,2.17
NW_006429782.1,1288,3.85
NW_006432945.1,12880,3.77
NW_006432945.1,12881,0.0
NW_006432945.1,12882,2.48
NW_006432945.1,12883,8.32
NW_006432945.1,12884,12.28
NW_006432945.1,12885,2.16
NW_006432945.1,12886,8.63
NW_006432945.1,12887,4.11
NW_006432945.1,12888,4.49
NW_006432945.1,12889,7.9
NW_006429782.1,1289,3.63
NW_006432945.1,12890,1.44
NW_006432945.1,12891,4.62
NW_006432945.1,12892,1.12
NW_006432945.1,12893,14.38
NW_006432945.1,12894,10.92
NW_006432945.1,12895,9.1
NW_006432945.1,12896,9.67
NW_006432945.1,12897,0.0
NW_006432945.1,12898,7.22
NW_006432945.1,12899,4.62
NW_006429596.1,129,3.29
NW_006429782.1,1290,2.85
NW_006432945.1,12900,4.05
NW_006432945.1,12901,4.82
NW_006432945.1,12902,1.49
NW_006432945.1,12903,0.0
NW_006432945.1,12904,0.0
NW_006432945.1,12905,3.93
NW_006432945.1,12906,3.85
NW_006432945.1,12907,6.36
NW_006432945.1,12908,2.23
NW_006432945.1,12909,5.71
NW_006429782.1,1291,3.69
NW_006432945.1,12910,1.99
NW_006432945.1,12911,1.63
NW_006432945.1,12912,7.89
NW_006432945.1,12913,7.75
NW_006432945.1,12914,6.07
NW_006432945.1,12915,4.47
NW_006432945.1,12916,3.0
NW_006432945.1,12917,4.79
NW_006432945.1,12918,2.14
NW_006432945.1,12919,2.29
NW_006429782.1,1292,1.47
NW_006432945.1,12920,10.53
NW_006432945.1,12921,6.79
NW_006432945.1,12922,1.59
NW_006432945.1,12923,9.16
NW_006432945.1,12924,4.6
NW_006432945.1,12925,9.09
NW_006432945.1,12926,4.53
NW_006432945.1,12927,3.78
NW_006432945.1,12928,4.4
NW_006432945.1,12929,1.46
NW_006429782.1,1293,3.35
NW_006432945.1,12930,2.1
NW_006432945.1,12931,0.0
NW_006432945.1,12932,0.0
NW_006432945.1,12933,0.0
NW_006432945.1,12934,2.75
NW_006432945.1,12935,1.49
NW_006432945.1,12936,5.4
NW_006432945.1,12937,5.52
NW_006432945.1,12938,6.94
NW_006432945.1,12939,7.64
NW_006429782.1,1294,4.43
NW_006432945.1,12940,4.12
NW_006432945.1,12941,7.38
NW_006432945.1,12942,4.4
NW_006432945.1,12943,4.63
NW_006432945.1,12944,6.17
NW_006432945.1,12945,4.39
NW_006432945.1,12946,6.0
NW_006432945.1,12947,5.93
NW_006432945.1,12948,0.0
NW_006432945.1,12949,4.26
NW_006429782.1,1295,4.51
NW_006432945.1,12950,6.35
NW_006432945.1,12951,6.26
NW_006432945.1,12952,9.97
NW_006432945.1,12953,3.3
NW_006432945.1,12954,0.0
NW_006432945.1,12955,2.03
NW_006432945.1,12956,4.83
NW_006432945.1,12957,7.04
NW_006432945.1,12958,4.43
NW_006432945.1,12959,2.94
NW_006429782.1,1296,5.24
NW_006432945.1,12960,1.02
NW_006432945.1,12961,3.22
NW_006432945.1,12962,11.17
NW_006432945.1,12963,3.84
NW_006432945.1,12964,5.09
NW_006432945.1,12965,5.98
NW_006432945.1,12966,2.58
NW_006432945.1,12967,1.73
NW_006432945.1,12968,4.02
NW_006432945.1,12969,4.91
NW_006429782.1,1297,6.58
NW_006432945.1,12970,3.77
NW_006432945.1,12971,5.36
NW_006432945.1,12972,7.23
NW_006432945.1,12973,2.54
NW_006432945.1,12974,6.12
NW_006432945.1,12975,6.28
NW_006432945.1,12976,10.31
NW_006432945.1,12977,5.16
NW_006432945.1,12978,4.59
NW_006432945.1,12979,3.25
NW_006429782.1,1298,2.68
NW_006432945.1,12980,6.02
NW_006432945.1,12981,4.76
NW_006432945.1,12982,2.02
NW_006432945.1,12983,5.14
NW_006432945.1,12984,3.79
NW_006432945.1,12985,3.07
NW_006432945.1,12986,3.54
NW_006432945.1,12987,3.24
NW_006432945.1,12988,1.96
NW_006432945.1,12989,4.02
NW_006429782.1,1299,6.98
NW_006432945.1,12990,8.5
NW_006432945.1,12991,5.73
NW_006432945.1,12992,4.26
NW_006432945.1,12993,0.0
NW_006432945.1,12994,3.93
NW_006432945.1,12995,2.63
NW_006432945.1,12996,2.13
NW_006432945.1,12997,11.18
NW_006432945.1,12998,18.17
NW_006432945.1,12999,2.98
NW_006429440.1,13,377.81
NW_006429596.1,130,4.9
NW_006429782.1,1300,4.89
NW_006432945.1,13000,11.47
NW_006432945.1,13001,2.27
NW_006432945.1,13002,5.87
NW_006432945.1,13003,6.95
NW_006432945.1,13004,0.0
NW_006432945.1,13005,8.61
NW_006432945.1,13006,1.98
NW_006432945.1,13007,3.77
NW_006432945.1,13008,4.56
NW_006432945.1,13009,1.96
NW_006429782.1,1301,0.0
NW_006432945.1,13010,4.47
NW_006432945.1,13011,2.83
NW_006432945.1,13012,2.35
NW_006432945.1,13013,6.49
