Accession Number,Transcript Id,FPKM Value
NW_006435764.1,23907,18.38
NW_006435764.1,23908,1.68
NW_006435764.1,23909,8.77
NW_006429963.1,2391,4.02
NW_006435764.1,23910,0.0
NW_006435764.1,23911,4.98
NW_006435764.1,23912,79.42
NW_006435764.1,23913,64.59
NW_006435764.1,23914,2.06
NW_006435764.1,23915,3.89
NW_006435764.1,23916,5.84
NW_006435764.1,23917,2.4
NW_006435764.1,23918,6.37
NW_006435764.1,23919,116.68
NW_006429963.1,2392,5.07
NW_006435764.1,23920,25.07
NW_006435764.1,23921,10.77
NW_006435764.1,23922,0.0
NW_006435764.1,23923,4.77
NW_006435764.1,23924,3.41
NW_006435764.1,23925,4.49
NW_006435764.1,23926,3.51
NW_006435764.1,23927,4.07
NW_006435764.1,23928,1.78
NW_006435764.1,23929,4.51
NW_006429963.1,2393,2.82
NW_006435764.1,23930,2.27
NW_006435764.1,23931,4.68
NW_006435764.1,23932,11.89
NW_006435764.1,23933,10.86
NW_006435764.1,23934,1.65
NW_006435764.1,23935,0.0
NW_006435764.1,23936,1.15
NW_006435764.1,23937,5.17
NW_006435764.1,23938,8.6
NW_006435764.1,23939,4.7
NW_006429963.1,2394,4.78
NW_006435764.1,23940,3.77
NW_006435764.1,23941,0.0
NW_006435764.1,23942,1.76
NW_006435764.1,23943,0.53
NW_006435764.1,23944,3.7
NW_006435764.1,23945,0.47
NW_006435764.1,23946,209.19
NW_006435764.1,23947,0.0
NW_006435764.1,23948,19.34
NW_006435764.1,23949,5.42
NW_006429963.1,2395,0.0
NW_006435764.1,23950,10.29
NW_006435764.1,23951,7.53
NW_006435764.1,23952,0.0
NW_006435764.1,23953,41.89
NW_006435764.1,23954,6.85
NW_006435764.1,23955,0.57
NW_006435764.1,23956,217.62
NW_006435764.1,23957,2.81
NW_006435764.1,23958,1921.29
NW_006435764.1,23959,12.3
NW_006429963.1,2396,15.32
NW_006435764.1,23960,0.0
NW_006435764.1,23961,12.92
NW_006435764.1,23962,31.58
NW_006435764.1,23963,40.58
NW_006435764.1,23964,1.72
NW_006435764.1,23965,30.33
NW_006435764.1,23966,10.57
NW_006435764.1,23967,20.82
NW_006435764.1,23968,12.85
NW_006435764.1,23969,0.82
NW_006429963.1,2397,4.07
NW_006435764.1,23970,2.14
NW_006435764.1,23971,4.19
NW_006435764.1,23972,0.0
NW_006435764.1,23973,4.81
NW_006435764.1,23974,7.4
NW_006435764.1,23975,28.13
NW_006435764.1,23976,4.0
NW_006435764.1,23977,0.0
NW_006435764.1,23978,6.2
NW_006435764.1,23979,7.94
NW_006429963.1,2398,76.64
NW_006435764.1,23980,5.68
NW_006435764.1,23981,6.88
NW_006435764.1,23982,10.9
NW_006435764.1,23983,16.15
NW_006435764.1,23984,4.64
NW_006435764.1,23985,14.05
NW_006435764.1,23986,5.9
NW_006435764.1,23987,16.18
NW_006435764.1,23988,131.56
NW_006435764.1,23989,25.17
NW_006429963.1,2399,3.6
NW_006435764.1,23990,0.23
NW_006435764.1,23991,0.0
NW_006435764.1,23992,3.25
NW_006435764.1,23993,4.67
NW_006435764.1,23994,0.19
NW_006435764.1,23995,6.51
NW_006435764.1,23996,1.92
NW_006435764.1,23997,1.77
NW_006435764.1,23998,3.44
NW_006435764.1,23999,0.0
NW_006429595.1,24,71.62
NW_006429611.1,240,1.61
NW_006429963.1,2400,4.86
NW_006435764.1,24000,4.47
NW_006435764.1,24001,3.47
NW_006435764.1,24002,6.94
NW_006435764.1,24003,7.77
NW_006435764.1,24004,0.16
NW_006435764.1,24005,6.56
NW_006435764.1,24006,1.14
NW_006435764.1,24007,8.62
NW_006435764.1,24008,0.0
NW_006435764.1,24009,3.77
NW_006429963.1,2401,5.96
NW_006435764.1,24010,7.6
NW_006435764.1,24011,2.23
NW_006435764.1,24012,7.68
NW_006435764.1,24013,7.21
NW_006435764.1,24014,3.1
NW_006435764.1,24015,21.81
NW_006435764.1,24016,1.01
NW_006435764.1,24017,3.9
NW_006435764.1,24018,0.0
NW_006435764.1,24019,18.38
NW_006429963.1,2402,4.12
NW_006435764.1,24020,6.38
NW_006435764.1,24021,7.42
NW_006435764.1,24022,65.71
NW_006435764.1,24023,7.7
NW_006435764.1,24024,1.72
NW_006435764.1,24025,2.56
NW_006435764.1,24026,11.77
NW_006435764.1,24027,37.66
NW_006435764.1,24028,6.67
NW_006435764.1,24029,2.01
NW_006429963.1,2403,7.41
NW_006439192.1,24030,15.38
NW_006435764.1,24031,1.65
NW_006435764.1,24032,0.0
NW_006435764.1,24033,31.12
NW_006435764.1,24034,0.78
NW_006435764.1,24035,12.7
NW_006435764.1,24036,2.02
NW_006435764.1,24037,2.12
NW_006435764.1,24038,8.95
NW_006435764.1,24039,11.4
NW_006429963.1,2404,5.73
NW_006435764.1,24040,1.62
NW_006435764.1,24041,7.79
NW_006435764.1,24042,0.0
NW_006435764.1,24043,2.4
NW_006435764.1,24044,5.57
NW_006435764.1,24045,3.4
NW_006435764.1,24046,0.0
NW_006435764.1,24047,12.8
NW_006435764.1,24048,0.61
NW_006435764.1,24049,0.0
NW_006429963.1,2405,8.1
NW_006435764.1,24050,1.37
NW_006435764.1,24051,0.74
NW_006435764.1,24052,12.92
NW_006435764.1,24053,4.79
NW_006435764.1,24054,1.53
NW_006435764.1,24055,3.37
NW_006435764.1,24056,5.9
NW_006435764.1,24057,5.03
NW_006435764.1,24058,2.49
NW_006435764.1,24059,1.41
NW_006429963.1,2406,4.81
NW_006435764.1,24060,4.67
NW_006435764.1,24061,2.29
NW_006435764.1,24062,2.15
NW_006435764.1,24063,5.38
NW_006435764.1,24064,4.58
NW_006435764.1,24065,11.43
NW_006435764.1,24066,1.51
NW_006435764.1,24067,23.23
NW_006435764.1,24068,1.07
NW_006435764.1,24069,22.0
NW_006429963.1,2407,8.64
NW_006435764.1,24070,9.07
NW_006435764.1,24071,0.67
NW_006435764.1,24072,9.64
NW_006435764.1,24073,2.94
NW_006435764.1,24074,0.0
NW_006435764.1,24075,9.99
NW_006435764.1,24076,11.37
NW_006435764.1,24077,0.0
NW_006435764.1,24078,1.13
NW_006435764.1,24079,7.44
NW_006429963.1,2408,3.81
NW_006435764.1,24080,1.09
NW_006435764.1,24081,5.26
NW_006435764.1,24082,28.7
NW_006435764.1,24083,19.25
NW_006435764.1,24084,2.07
NW_006435764.1,24085,3.49
NW_006435764.1,24086,2.36
NW_006435764.1,24087,6.45
NW_006435764.1,24088,7.58
NW_006435764.1,24089,0.0
NW_006429963.1,2409,5.43
NW_006435764.1,24090,26.4
NW_006435764.1,24091,0.71
NW_006435764.1,24092,0.86
NW_006435764.1,24093,5.77
NW_006435764.1,24094,38.96
NW_006435764.1,24095,14.6
NW_006435764.1,24096,0.56
NW_006435764.1,24097,4.49
NW_006435764.1,24098,4.63
NW_006435764.1,24099,7.04
NW_006429611.1,241,3.04
NW_006429963.1,2410,0.0
NW_006435764.1,24100,27.88
NW_006435764.1,24101,23.52
NW_006435764.1,24102,2.38
NW_006435764.1,24103,91.83
NW_006435764.1,24104,32.2
NW_006435764.1,24105,6.09
NW_006435764.1,24106,7.56
NW_006435764.1,24107,237.2
NW_006435764.1,24108,30.1
NW_006435764.1,24109,5.22
NW_006429963.1,2411,0.9
NW_006435764.1,24110,33.63
NW_006435764.1,24111,0.91
NW_006435764.1,24112,19.39
NW_006435764.1,24113,12.36
NW_006435764.1,24114,2.28
NW_006435764.1,24115,1.77
NW_006435764.1,24116,2.31
NW_006435764.1,24117,0.0
NW_006435764.1,24118,2.29
NW_006435764.1,24119,17.78
NW_006429963.1,2412,6.7
NW_006435764.1,24120,0.0
NW_006435764.1,24121,9.72
NW_006435764.1,24122,0.0
NW_006435764.1,24123,1.19
NW_006435764.1,24124,0.0
NW_006435764.1,24125,2.75
NW_006435764.1,24126,1.99
NW_006435764.1,24127,3.2
NW_006435764.1,24128,5.12
NW_006435764.1,24129,0.07
NW_006429963.1,2413,1.36
NW_006435764.1,24130,3.02
NW_006435764.1,24131,2.9
NW_006435764.1,24132,1.93
NW_006435764.1,24133,0.92
NW_006435764.1,24134,4.23
NW_006435764.1,24135,4.5
NW_006435764.1,24136,2.24
NW_006435764.1,24137,0.0
NW_006435764.1,24138,6.18
NW_006435764.1,24139,4.04
NW_006429963.1,2414,0.0
NW_006435764.1,24140,24.18
NW_006435764.1,24141,1.15
NW_006435764.1,24142,0.0
NW_006435764.1,24143,13.11
NW_006435764.1,24144,9.94
NW_006435764.1,24145,11.44
NW_006435764.1,24146,0.98
NW_006435764.1,24147,2.92
NW_006435764.1,24148,1.56
NW_006435764.1,24149,0.66
NW_006429963.1,2415,2.73
NW_006435764.1,24150,5.05
NW_006435764.1,24151,12.76
NW_006435764.1,24152,1.04
NW_006435764.1,24153,9.54
NW_006435764.1,24154,14.6
NW_006435764.1,24155,2.85
NW_006435764.1,24156,0.0
NW_006435764.1,24157,24.15
NW_006435764.1,24158,16.62
NW_006435764.1,24159,3.69
NW_006430043.1,2416,17.05
NW_006435764.1,24160,1.82
NW_006435764.1,24161,0.0
NW_006435764.1,24162,14.83
NW_006435764.1,24163,0.0
NW_006435764.1,24164,29.22
NW_006435764.1,24165,10.12
NW_006435764.1,24166,3.0
NW_006435764.1,24167,8.78
NW_006435764.1,24168,11.75
NW_006435764.1,24169,4.54
NW_006430043.1,2417,11.35
NW_006435764.1,24170,27.86
NW_006435764.1,24171,2.32
NW_006435764.1,24172,1.57
NW_006435764.1,24173,2.26
NW_006435764.1,24174,4.01
NW_006435764.1,24175,4.74
NW_006435764.1,24176,3.23
NW_006435764.1,24177,0.0
NW_006435764.1,24178,0.0
NW_006435764.1,24179,97.6
NW_006430043.1,2418,17.63
NW_006435764.1,24180,1.36
NW_006435764.1,24181,2.08
NW_006435764.1,24182,12.89
NW_006435764.1,24183,12.14
NW_006435764.1,24184,16.09
NW_006435764.1,24185,20.17
NW_006435764.1,24186,2.52
NW_006435764.1,24187,20.03
NW_006435764.1,24188,1.75
NW_006435764.1,24189,4.54
NW_006430043.1,2419,1.16
NW_006435764.1,24190,0.0
NW_006435764.1,24191,5.75
NW_006435764.1,24192,6.73
NW_006435764.1,24193,19.95
NW_006435764.1,24194,1.27
NW_006435764.1,24195,40.59
NW_006435764.1,24196,13.13
NW_006435764.1,24197,9.38
NW_006435764.1,24198,10.98
NW_006435764.1,24199,6.11
NW_006429611.1,242,3.83
NW_006430043.1,2420,2.26
NW_006435764.1,24200,6.93
NW_006435764.1,24201,13.74
NW_006435764.1,24202,0.0
NW_006435764.1,24203,12.91
NW_006435764.1,24204,0.93
NW_006435764.1,24205,2.05
NW_006435764.1,24206,193.43
NW_006435764.1,24207,0.05
NW_006435764.1,24208,11.53
NW_006435764.1,24209,1.32
NW_006430043.1,2421,47.87
NW_006435764.1,24210,8.4
NW_006435764.1,24211,11.88
NW_006435764.1,24212,1.8
NW_006435764.1,24213,1.17
NW_006435764.1,24214,3.17
NW_006435764.1,24215,1.54
NW_006435764.1,24216,2.93
NW_006435764.1,24217,12.62
NW_006435764.1,24218,1.83
NW_006435764.1,24219,14.55
NW_006430043.1,2422,9.65
NW_006435764.1,24220,1.19
NW_006435764.1,24221,5.27
NW_006435764.1,24222,16.73
NW_006435764.1,24223,10.98
NW_006435764.1,24224,58.41
NW_006435764.1,24225,18.78
NW_006493721.1,24226,3.98
NW_006435764.1,24227,2.25
NW_006435764.1,24228,21.14
NW_006435764.1,24229,12.57
NW_006430043.1,2423,12.76
NW_006435764.1,24230,0.0
NW_006435764.1,24231,0.63
NW_006435764.1,24232,8.93
NW_006435764.1,24233,62.0
NW_006435764.1,24234,237.87
NW_006435764.1,24235,19.44
NW_006435764.1,24236,3.62
NW_006435764.1,24237,4.91
NW_006435764.1,24238,19.3
NW_006435764.1,24239,0.0
NW_006430043.1,2424,6.39
NW_006435764.1,24240,1.83
NW_006435764.1,24241,9.42
NW_006435764.1,24242,0.0
NW_006435764.1,24243,5.38
NW_006435764.1,24244,0.0
NW_006435764.1,24245,15.78
NW_006435764.1,24246,0.0
NW_006435764.1,24247,7.29
NW_006435764.1,24248,10.09
NW_006435764.1,24249,24.11
NW_006430043.1,2425,37.23
NW_006435764.1,24250,6.22
NW_006435764.1,24251,7.82
NW_006435764.1,24252,94.9
NW_006434840.1,24253,13.77
NW_006435764.1,24254,8.5
NW_006435764.1,24255,135.7
NW_006435764.1,24256,6.41
NW_006435764.1,24257,8.5
NW_006435764.1,24258,3.24
NW_006435764.1,24259,5.3
NW_006430043.1,2426,0.13
NW_006435764.1,24260,3.57
NW_006435764.1,24261,4.34
NW_006435764.1,24262,2.28
NW_006435764.1,24263,4.71
NW_006435764.1,24264,2.34
NW_006435764.1,24265,3.92
NW_006434373.1,24266,26.69
NW_006434373.1,24267,58.46
NW_006435764.1,24268,10.32
NW_006435764.1,24269,2.34
NW_006430043.1,2427,9.32
NW_006435764.1,24270,22.88
NW_006435764.1,24271,4.56
NW_006435764.1,24272,2.67
NW_006435764.1,24273,4.67
NW_006435764.1,24274,4.37
NW_006435764.1,24275,29.22
NW_006435764.1,24276,30.05
NW_006435764.1,24277,0.0
NW_006435764.1,24278,319.89
NW_006435764.1,24279,15.06
NW_006430043.1,2428,0.55
NW_006435764.1,24280,2.09
NW_006435764.1,24281,8.89
NW_006435764.1,24282,39.27
NW_006435764.1,24283,16.4
NW_006435764.1,24284,0.53
NW_006435764.1,24285,43.75
NW_006435764.1,24286,234.12
NW_006435764.1,24287,43.87
NW_006435764.1,24288,1.19
NW_006435764.1,24289,3.89
NW_006430043.1,2429,2.96
NW_006435764.1,24290,0.0
NW_006435764.1,24291,2.28
NW_006435764.1,24292,4.19
NW_006435764.1,24293,6.16
NW_006435764.1,24294,6.82
NW_006435764.1,24295,4.51
NW_006435764.1,24296,4.05
NW_006435764.1,24297,4.89
NW_006435764.1,24298,3.18
NW_006435764.1,24299,2.78
NW_006429611.1,243,2.52
NW_006430043.1,2430,6.22
NW_006435764.1,24300,19.31
NW_006435764.1,24301,6.25
NW_006435764.1,24302,1.59
NW_006435764.1,24303,12.77
NW_006435764.1,24304,4.66
NW_006435764.1,24305,7.32
NW_006435764.1,24306,1.6
NW_006435764.1,24307,8.38
NW_006435764.1,24308,2.65
NW_006435764.1,24309,2.03
NW_006430043.1,2431,5.25
NW_006435764.1,24310,1.44
NW_006435764.1,24311,8.49
NW_006435764.1,24312,40.55
NW_006435764.1,24313,12.1
NW_006435764.1,24314,44.7
NW_006435764.1,24315,12.93
NW_006435764.1,24316,10.22
NW_006435764.1,24317,5.62
NW_006435764.1,24318,0.0
NW_006435764.1,24319,3.09
NW_006430043.1,2432,1.04
NW_006435764.1,24320,12.39
NW_006435764.1,24321,0.86
NW_006435764.1,24322,1.24
NW_006435764.1,24323,0.0
NW_006435764.1,24324,0.0
NW_006435764.1,24325,3.48
NW_006435764.1,24326,113.72
NW_006435764.1,24327,6.94
NW_006435764.1,24328,9.13
NW_006435764.1,24329,3.18
NW_006430043.1,2433,18.92
NW_006435764.1,24330,2.76
NW_006435764.1,24331,2.52
NW_006435764.1,24332,5.01
NW_006435764.1,24333,6.15
NW_006435764.1,24334,6.08
NW_006435764.1,24335,6.46
NW_006435764.1,24336,10.05
NW_006435764.1,24337,0.0
NW_006435764.1,24338,1.98
NW_006435764.1,24339,4.28
NW_006430043.1,2434,3.25
NW_006435764.1,24340,1.22
NW_006435764.1,24341,2.35
NW_006435764.1,24342,3.88
NW_006435764.1,24343,6.78
NW_006435764.1,24344,8.2
NW_006435764.1,24345,7.4
NW_006435764.1,24346,4.5
NW_006435764.1,24347,6.7
NW_006435764.1,24348,6.52
NW_006435764.1,24349,2.95
NW_006430043.1,2435,0.96
NW_006435764.1,24350,0.0
NW_006435764.1,24351,7.02
NW_006435764.1,24352,4.07
NW_006435764.1,24353,1.47
NW_006435764.1,24354,2.57
NW_006435764.1,24355,0.0
NW_006435764.1,24356,2.5
NW_006435764.1,24357,3.7
NW_006435764.1,24358,0.0
NW_006435764.1,24359,16.96
NW_006430043.1,2436,1.17
NW_006435764.1,24360,10.48
NW_006435764.1,24361,1.8
NW_006435764.1,24362,2.54
NW_006435764.1,24363,2.29
NW_006435764.1,24364,3.01
NW_006435764.1,24365,7.41
NW_006435764.1,24366,1.93
NW_006435764.1,24367,1.47
NW_006435764.1,24368,0.0
NW_006435764.1,24369,1.67
NW_006430043.1,2437,2.66
NW_006435764.1,24370,36.98
NW_006435764.1,24371,0.0
NW_006435764.1,24372,1.46
NW_006435764.1,24373,17.41
NW_006435764.1,24374,23.24
NW_006435764.1,24375,5.59
NW_006435764.1,24376,3.37
NW_006435764.1,24377,0.0
NW_006435764.1,24378,10.52
NW_006435764.1,24379,7.5
NW_006430043.1,2438,5.8
NW_006435764.1,24380,3.77
NW_006435764.1,24381,1.01
NW_006435764.1,24382,0.0
NW_006435764.1,24383,2.35
NW_006435764.1,24384,1.34
NW_006435764.1,24385,1.85
NW_006435764.1,24386,2.13
NW_006435764.1,24387,2.2
NW_006435764.1,24388,2.11
NW_006435764.1,24389,0.0
NW_006439718.1,2439,530.38
NW_006435764.1,24390,8.15
NW_006435764.1,24391,2.47
NW_006435764.1,24392,3.11
NW_006435764.1,24393,3.09
NW_006435764.1,24394,4.24
NW_006435764.1,24395,9.93
NW_006435764.1,24396,7.28
NW_006435764.1,24397,4.87
NW_006435764.1,24398,4.25
NW_006435764.1,24399,1.8
NW_006429611.1,244,1.31
NW_006430043.1,2440,0.57
NW_006435764.1,24400,6.38
NW_006435764.1,24401,8.43
NW_006435764.1,24402,2.92
NW_006435764.1,24403,3.86
NW_006435764.1,24404,4.67
NW_006435764.1,24405,8.33
NW_006435764.1,24406,3.85
NW_006435764.1,24407,6.58
NW_006435764.1,24408,14.45
NW_006435764.1,24409,2.45
NW_006430043.1,2441,10.37
NW_006435764.1,24410,4.92
NW_006435764.1,24411,6.21
NW_006435764.1,24412,0.0
NW_006435764.1,24413,3.04
NW_006435764.1,24414,4.84
NW_006435764.1,24415,3.64
NW_006435764.1,24416,0.0
NW_006435764.1,24417,3.75
NW_006435764.1,24418,1.49
NW_006435764.1,24419,1.82
NW_006430043.1,2442,10.19
NW_006435764.1,24420,6.33
NW_006435764.1,24421,3.84
NW_006435764.1,24422,4.3
NW_006435764.1,24423,5.12
NW_006435764.1,24424,3.35
NW_006435764.1,24425,0.0
NW_006435764.1,24426,3.39
NW_006435764.1,24427,3.64
NW_006435764.1,24428,4.53
NW_006435764.1,24429,6.94
NW_006430043.1,2443,6.66
NW_006435764.1,24430,5.25
NW_006435764.1,24431,4.12
NW_006435764.1,24432,5.41
NW_006435764.1,24433,0.0
NW_006435764.1,24434,13.46
NW_006435764.1,24435,3.04
NW_006435764.1,24436,1.93
NW_006435764.1,24437,4.34
NW_006435764.1,24438,2.36
NW_006435764.1,24439,8.18
NW_006430043.1,2444,0.86
NW_006435764.1,24440,6.43
NW_006435764.1,24441,5.15
NW_006435764.1,24442,5.49
NW_006435764.1,24443,7.4
NW_006435764.1,24444,7.66
NW_006435764.1,24445,6.08
NW_006435764.1,24446,6.08
NW_006435764.1,24447,1.55
NW_006435764.1,24448,2.24
NW_006435764.1,24449,6.94
NW_006430043.1,2445,4.68
NW_006435764.1,24450,3.43
NW_006435764.1,24451,3.0
NW_006435764.1,24452,0.95
NW_006435764.1,24453,0.0
NW_006435764.1,24454,2.57
NW_006435764.1,24455,600.48
NW_006435764.1,24456,11.94
NW_006435764.1,24457,8.9
NW_006435764.1,24458,10.39
NW_006435764.1,24459,17.42
NW_006430043.1,2446,9.27
NW_006435764.1,24460,2.83
NW_006435764.1,24461,5.63
NW_006435764.1,24462,2.4
NW_006435764.1,24463,3.64
NW_006435764.1,24464,3.32
NW_006435764.1,24465,359.04
NW_006435764.1,24466,5.28
NW_006435764.1,24467,5.03
NW_006435764.1,24468,2.23
NW_006435764.1,24469,4.3
NW_006430043.1,2447,2.17
NW_006435764.1,24470,3.73
NW_006435764.1,24471,2.64
NW_006435764.1,24472,39.05
NW_006435764.1,24473,6.35
NW_006435764.1,24474,1.57
NW_006435764.1,24475,1.51
NW_006435764.1,24476,0.0
NW_006435764.1,24477,2.27
NW_006435764.1,24478,1.8
NW_006435764.1,24479,2.98
NW_006430043.1,2448,8.91
NW_006435764.1,24480,1.42
NW_006435764.1,24481,1.75
NW_006435764.1,24482,3.44
NW_006435764.1,24483,8.04
NW_006435764.1,24484,0.84
NW_006435764.1,24485,0.0
NW_006435764.1,24486,2.13
NW_006435764.1,24487,2.06
NW_006435764.1,24488,3.88
NW_006435764.1,24489,17.68
NW_006430043.1,2449,5.58
NW_006435764.1,24490,7.3
NW_006435764.1,24491,2.2
NW_006435764.1,24492,8.85
NW_006435764.1,24493,8.15
NW_006435764.1,24494,1.47
NW_006435764.1,24495,2.63
NW_006435764.1,24496,4.77
NW_006435764.1,24497,6.74
NW_006435764.1,24498,3.44
NW_006435764.1,24499,5.63
NW_006429611.1,245,5.35
NW_006430043.1,2450,8.1
NW_006435764.1,24500,2.31
NW_006435764.1,24501,7.22
NW_006435764.1,24502,3.49
NW_006435764.1,24503,4.07
NW_006435764.1,24504,0.0
NW_006435764.1,24505,6.21
NW_006435764.1,24506,0.0
NW_006435764.1,24507,2.64
NW_006435764.1,24508,1.99
NW_006435764.1,24509,4.05
NW_006430043.1,2451,0.0
NW_006435764.1,24510,1.95
NW_006435764.1,24511,2.1
NW_006435764.1,24512,1.77
NW_006435764.1,24513,3.77
NW_006435764.1,24514,2.58
NW_006435764.1,24515,0.0
NW_006435764.1,24516,5.16
NW_006435764.1,24517,5.82
NW_006435764.1,24518,2.16
NW_006435764.1,24519,4.5
NW_006430043.1,2452,12.23
NW_006435764.1,24520,2.84
NW_006435764.1,24521,8.1
NW_006435764.1,24522,3.02
NW_006435764.1,24523,6.7
NW_006435764.1,24524,3.06
NW_006435764.1,24525,3.4
NW_006435764.1,24526,3.98
NW_006435764.1,24527,1.63
NW_006435764.1,24528,2.81
NW_006435764.1,24529,4.72
NW_006430043.1,2453,4.25
NW_006435764.1,24530,2.21
NW_006435764.1,24531,5.69
NW_006435764.1,24532,2.4
NW_006435764.1,24533,0.86
NW_006435764.1,24534,2.91
NW_006435764.1,24535,3.26
NW_006435764.1,24536,2.31
NW_006435764.1,24537,2.36
NW_006435764.1,24538,0.0
NW_006435764.1,24539,5.22
NW_006430043.1,2454,0.0
NW_006435764.1,24540,8.08
NW_006435764.1,24541,4.35
NW_006435764.1,24542,7.4
NW_006435764.1,24543,5.23
NW_006435764.1,24544,5.75
NW_006435764.1,24545,2.14
NW_006435764.1,24546,9.31
NW_006435764.1,24547,1.63
NW_006435764.1,24548,11.36
NW_006435764.1,24549,3.12
NW_006430043.1,2455,4.77
NW_006435764.1,24550,3.56
NW_006435764.1,24551,5.3
NW_006435764.1,24552,5.11
NW_006435764.1,24553,2.18
NW_006435764.1,24554,1.97
NW_006435764.1,24555,1.47
NW_006435764.1,24556,1.53
NW_006435764.1,24557,6.55
NW_006435764.1,24558,7.56
NW_006435764.1,24559,4.86
NW_006430043.1,2456,2.39
NW_006435764.1,24560,5.78
NW_006435764.1,24561,1.13
NW_006435764.1,24562,3.99
NW_006435764.1,24563,7.21
NW_006435764.1,24564,4.02
NW_006435764.1,24565,6.2
NW_006435764.1,24566,1.9
NW_006435764.1,24567,3.89
NW_006435764.1,24568,2.23
NW_006435764.1,24569,5.39
NW_006430043.1,2457,6.88
NW_006435764.1,24570,2.98
NW_006435764.1,24571,2.06
NW_006435764.1,24572,0.0
NW_006435764.1,24573,3.94
NW_006435764.1,24574,6.08
NW_006435764.1,24575,5.61
NW_006435764.1,24576,3.72
NW_006435764.1,24577,2.43
NW_006435764.1,24578,1.76
NW_006435764.1,24579,3.81
NW_006430043.1,2458,1.13
NW_006435764.1,24580,0.0
NW_006435764.1,24581,8.31
NW_006435764.1,24582,3.75
NW_006435764.1,24583,4.8
NW_006435764.1,24584,6.35
NW_006435764.1,24585,5.52
NW_006435764.1,24586,0.0
NW_006435764.1,24587,3.99
NW_006435764.1,24588,1.34
NW_006435764.1,24589,3.47
NW_006430043.1,2459,0.64
NW_006435764.1,24590,2.4
NW_006435764.1,24591,3.26
NW_006435764.1,24592,4.94
NW_006435764.1,24593,4.71
NW_006435764.1,24594,2.09
NW_006435764.1,24595,4.09
NW_006435764.1,24596,5.75
NW_006435764.1,24597,2.68
NW_006435764.1,24598,5.09
NW_006435764.1,24599,3.76
NW_006429611.1,246,4.79
NW_006430043.1,2460,13.06
NW_006435764.1,24600,3.09
NW_006435764.1,24601,0.0
NW_006435764.1,24602,1.06
NW_006435764.1,24603,5.08
NW_006435764.1,24604,2.43
NW_006435764.1,24605,24.66
NW_006435764.1,24606,6.1
NW_006435764.1,24607,1.47
NW_006435764.1,24608,2.99
NW_006435764.1,24609,8.7
NW_006430043.1,2461,18.61
NW_006435764.1,24610,3.07
NW_006435764.1,24611,4.07
NW_006435764.1,24612,2.8
NW_006435764.1,24613,1.85
NW_006435764.1,24614,10.68
NW_006435764.1,24615,2.91
NW_006435764.1,24616,3.54
NW_006435764.1,24617,1.51
NW_006435764.1,24618,15.95
NW_006435764.1,24619,1.65
NW_006430043.1,2462,3.11
NW_006435764.1,24620,1.59
NW_006435764.1,24621,3.88
NW_006435764.1,24622,9.08
NW_006435764.1,24623,3.4
NW_006435764.1,24624,5.61
NW_006435764.1,24625,0.0
NW_006435764.1,24626,1.52
NW_006435764.1,24627,1.83
NW_006435764.1,24628,13.53
NW_006435764.1,24629,8.64
NW_006430043.1,2463,0.94
NW_006435764.1,24630,1.59
NW_006435764.1,24631,10.13
NW_006435764.1,24632,9.13
NW_006435764.1,24633,7.63
NW_006435764.1,24634,6.12
NW_006435764.1,24635,0.0
NW_006435764.1,24636,0.0
NW_006435764.1,24637,0.0
NW_006435764.1,24638,3.95
NW_006435764.1,24639,4.51
NW_006430043.1,2464,9.06
NW_006435764.1,24640,6.25
NW_006435764.1,24641,6.35
NW_006435764.1,24642,6.96
NW_006435764.1,24643,9.31
NW_006435764.1,24644,7.82
NW_006435764.1,24645,5.37
NW_006435764.1,24646,6.28
NW_006435764.1,24647,6.11
NW_006435764.1,24648,6.94
NW_006435764.1,24649,25.57
NW_006441955.1,2465,2035.16
NW_006435764.1,24650,1.1
NW_006435764.1,24651,4.14
NW_006435764.1,24652,4.12
NW_006435764.1,24653,2.04
NW_006435764.1,24654,0.0
NW_006435764.1,24655,4.37
NW_006435764.1,24656,1.99
NW_006435764.1,24657,0.0
NW_006435764.1,24658,12.49
NW_006435764.1,24659,12.11
NW_006441955.1,2466,13.25
NW_006435764.1,24660,4.12
NW_006435764.1,24661,2.13
NW_006435764.1,24662,1.53
NW_006435764.1,24663,5.59
NW_006435764.1,24664,6.71
NW_006435764.1,24665,2.02
NW_006435764.1,24666,4.24
NW_006435764.1,24667,13.4
NW_006435764.1,24668,6.25
NW_006435764.1,24669,11.26
NW_006441955.1,2467,6.98
NW_006435764.1,24670,4.83
NW_006435764.1,24671,1.88
NW_006435764.1,24672,4.71
NW_006435764.1,24673,4.11
NW_006435764.1,24674,1.8
NW_006435764.1,24675,2.06
NW_006435764.1,24676,11.5
NW_006435764.1,24677,4.53
NW_006435764.1,24678,6.87
NW_006435764.1,24679,5.51
NW_006441955.1,2468,3.4
NW_006435764.1,24680,18.18
NW_006435764.1,24681,0.0
NW_006435764.1,24682,4.79
NW_006435764.1,24683,10.05
NW_006435764.1,24684,5.26
NW_006435764.1,24685,12.05
NW_006435764.1,24686,6.7
NW_006435764.1,24687,5.9
NW_006435764.1,24688,3.34
NW_006435764.1,24689,4.83
NW_006430043.1,2469,6.07
NW_006435764.1,24690,2.54
NW_006435764.1,24691,5.16
NW_006435764.1,24692,6.82
NW_006435764.1,24693,6.76
